index,date,subject,replicate,noise-level,intent,body orientation,ring,hand,hand rest (stability),hand orientation,gestures,firebase,time,X_trial,X_num_taps,X_detected_starts,X_extra_starts_in_front,X_extra_starts_in_end,sanity check,trial,gesture_num
221,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",b,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,2
222,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",i,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,9
223,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",b,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,2
224,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",d,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,4
225,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",d,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,4
226,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",b,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,2
227,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",b,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,2
228,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",i,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,9
229,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",f,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,6
230,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",b,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,2
231,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",d,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,4
232,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",f,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,6
233,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",f,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,6
234,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",i,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,9
235,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",f,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,6
236,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",f,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,6
237,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",i,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,9
238,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",d,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,4
239,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",f,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,6
240,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,6
241,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,4
242,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,4
243,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,4
244,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,9
245,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,2
246,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,9
247,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,4
248,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,2
249,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,2
250,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,4
251,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,6
252,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,2
253,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,2
254,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,6
255,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,9
256,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,9
257,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,2
258,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,6
259,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,6
260,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,9
261,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,9
262,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,9
263,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,9
264,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,2
265,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,4
266,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,6
267,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,6
268,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,4
269,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,4
270,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,6
271,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,2
272,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,2
273,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,4
274,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,6
275,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,9
276,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,2
277,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,6
278,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,9
279,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,DC5BB718-9479-4129-81EE-D18E3E7F69E4.json,2:12:00 PM,6,80,43,2,1,40,6,4
280,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,4
281,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,4
282,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,9
283,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,9
284,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,4
285,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,9
286,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,6
287,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,4
288,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,2
289,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,9
290,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,9
291,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,6
292,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,4
293,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,6
294,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,9
295,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,6
296,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,2
297,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,4
298,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,6
299,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,2
300,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,2
301,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,2
302,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,9
303,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,2
304,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,6
305,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,9
306,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,2
307,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,6
308,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,2
309,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,2
310,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,9
311,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,6
312,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,2
313,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,6
314,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,4
315,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,4
316,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,4
317,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,9
318,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,4
319,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,13FC086D-854A-4DA1-9A4D-2314A55F6122.json,2:17:00 PM,7,80,43,3,0,40,7,6
320,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,8912A5AF-3D2A-47DD-81C1-0760A514C8D6.json,2:20:00 PM,8,80,44,3,1,40,8,6
321,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,8912A5AF-3D2A-47DD-81C1-0760A514C8D6.json,2:20:00 PM,8,80,44,3,1,40,8,2
322,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,8912A5AF-3D2A-47DD-81C1-0760A514C8D6.json,2:20:00 PM,8,80,44,3,1,40,8,4
323,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,8912A5AF-3D2A-47DD-81C1-0760A514C8D6.json,2:20:00 PM,8,80,44,3,1,40,8,4
324,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,8912A5AF-3D2A-47DD-81C1-0760A514C8D6.json,2:20:00 PM,8,80,44,3,1,40,8,2
325,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,8912A5AF-3D2A-47DD-81C1-0760A514C8D6.json,2:20:00 PM,8,80,44,3,1,40,8,6
326,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,8912A5AF-3D2A-47DD-81C1-0760A514C8D6.json,2:20:00 PM,8,80,44,3,1,40,8,6
327,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,8912A5AF-3D2A-47DD-81C1-0760A514C8D6.json,2:20:00 PM,8,80,44,3,1,40,8,2
